label,name,itemUrl,product,productUrl
brand,Addisil*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1793&sort=Ascending,Addisil* 140E,http://msds.momentive.com/ehswww/showOptions.jsp?Product=Addisil*+140E
brand,Addisil*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1793&sort=Ascending,Addisil* 150E,http://msds.momentive.com/ehswww/showOptions.jsp?Product=Addisil*+150E
brand,Addisil*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1793&sort=Ascending,Addisil* 160E,http://msds.momentive.com/ehswww/showOptions.jsp?Product=Addisil*+160E
brand,Addisil*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1793&sort=Ascending,Addisil* 170E,http://msds.momentive.com/ehswww/showOptions.jsp?Product=Addisil*+170E
brand,Addisil*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1793&sort=Ascending,Addisil* 2070 E,http://msds.momentive.com/ehswww/showOptions.jsp?Product=Addisil*+2070+E
brand,Addisil*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1793&sort=Ascending,Addisil* 440E,http://msds.momentive.com/ehswww/showOptions.jsp?Product=Addisil*+440E
brand,Addisil*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1793&sort=Ascending,Addisil* 442E,http://msds.momentive.com/ehswww/showOptions.jsp?Product=Addisil*+442E
brand,Addisil*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1793&sort=Ascending,Addisil* 450E,http://msds.momentive.com/ehswww/showOptions.jsp?Product=Addisil*+450E
brand,Addisil*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1793&sort=Ascending,Addisil* 452E,http://msds.momentive.com/ehswww/showOptions.jsp?Product=Addisil*+452E
brand,Addisil*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1793&sort=Ascending,Addisil* 460E,http://msds.momentive.com/ehswww/showOptions.jsp?Product=Addisil*+460E
brand,Addisil*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1793&sort=Ascending,Addisil* 462E,http://msds.momentive.com/ehswww/showOptions.jsp?Product=Addisil*+462E
brand,Addisil*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1793&sort=Ascending,Addisil* 470E,http://msds.momentive.com/ehswww/showOptions.jsp?Product=Addisil*+470E
brand,Addisil*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1793&sort=Ascending,Addisil* 472E,http://msds.momentive.com/ehswww/showOptions.jsp?Product=Addisil*+472E
brand,Addisil*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1793&sort=Ascending,Addisil* 480E,http://msds.momentive.com/ehswww/showOptions.jsp?Product=Addisil*+480E
brand,Addisil*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1793&sort=Ascending,Addisil* 482E,http://msds.momentive.com/ehswww/showOptions.jsp?Product=Addisil*+482E
brand,Addisil*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1793&sort=Ascending,Addisil* 60 Xray,http://msds.momentive.com/ehswww/showOptions.jsp?Product=Addisil*+60+Xray
brand,Addisil*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1793&sort=Ascending,Addisil* 6100,http://msds.momentive.com/ehswww/showOptions.jsp?Product=Addisil*+6100
brand,Addisil*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1793&sort=Ascending,Addisil* 6101,http://msds.momentive.com/ehswww/showOptions.jsp?Product=Addisil*+6101
brand,Addisil*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1793&sort=Ascending,Addisil* 6200,http://msds.momentive.com/ehswww/showOptions.jsp?Product=Addisil*+6200
brand,Addisil*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1793&sort=Ascending,Addisil* 6210,http://msds.momentive.com/ehswww/showOptions.jsp?Product=Addisil*+6210
brand,Addisil*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1793&sort=Ascending,Addisil* 6300,http://msds.momentive.com/ehswww/showOptions.jsp?Product=Addisil*+6300
brand,Addisil*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1793&sort=Ascending,Addisil* 8101,http://msds.momentive.com/ehswww/showOptions.jsp?Product=Addisil*+8101
brand,Addisil*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1793&sort=Ascending,Addisil* IND 1050,http://msds.momentive.com/ehswww/showOptions.jsp?Product=Addisil*+IND+1050
brand,Addisil*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1793&sort=Ascending,Addisil* IND 1060,http://msds.momentive.com/ehswww/showOptions.jsp?Product=Addisil*+IND+1060
brand,Addisil*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1793&sort=Ascending,Addisil* IND 1070,http://msds.momentive.com/ehswww/showOptions.jsp?Product=Addisil*+IND+1070
brand,Addisil*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1793&sort=Ascending,Addisil* IND 2050,http://msds.momentive.com/ehswww/showOptions.jsp?Product=Addisil*+IND+2050
brand,Addisil*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1793&sort=Ascending,Addisil* IND 2060,http://msds.momentive.com/ehswww/showOptions.jsp?Product=Addisil*+IND+2060
brand,Addisil*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1793&sort=Ascending,Addisil* UV 60 EX,http://msds.momentive.com/ehswww/showOptions.jsp?Product=Addisil*+UV+60+EX
brand,NXT*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1807&sort=Ascending,CARBO NXT* silane,http://msds.momentive.com/ehswww/showOptions.jsp?Product=CARBO+NXT*+silane
brand,NXT*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1807&sort=Ascending,NXT* LowV,http://msds.momentive.com/ehswww/showOptions.jsp?Product=NXT*+LowV
brand,NXT*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1807&sort=Ascending,NXT* silane,http://msds.momentive.com/ehswww/showOptions.jsp?Product=NXT*+silane
brand,NXT*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1807&sort=Ascending,NXT* Z 100,http://msds.momentive.com/ehswww/showOptions.jsp?Product=NXT*+Z+100
brand,NXT*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1807&sort=Ascending,NXT* Z 45,http://msds.momentive.com/ehswww/showOptions.jsp?Product=NXT*+Z+45
brand,Silopren*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1820&sort=Ascending,LSR Topcoat,http://msds.momentive.com/ehswww/showOptions.jsp?Product=LSR+Topcoat
brand,Silopren*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1820&sort=Ascending,Silopren  E 18J,http://msds.momentive.com/ehswww/showOptions.jsp?Product=Silopren++E+18J
brand,Silopren*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1820&sort=Ascending,Silopren* Base Compound H6,http://msds.momentive.com/ehswww/showOptions.jsp?Product=Silopren*+Base+Compound+H6
brand,Silopren*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1820&sort=Ascending,Silopren* Bonding Agent TP 3023,http://msds.momentive.com/ehswww/showOptions.jsp?Product=Silopren%c2%a9%c2%a0Bonding+Agent+TP+3023
brand,Silopren*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1820&sort=Ascending,Silopren* Bonding Agent TP 3692,http://msds.momentive.com/ehswww/showOptions.jsp?Product=Silopren%c2%a9%c2%a0Bonding+Agent+TP+3692
brand,Silopren*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1820&sort=Ascending,Silopren* Electro 170,http://msds.momentive.com/ehswww/showOptions.jsp?Product=Silopren*+Electro+170
brand,Silopren*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1820&sort=Ascending,Silopren* Electro 242 0,http://msds.momentive.com/ehswww/showOptions.jsp?Product=Silopren*+Electro242-0
brand,Silopren*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1820&sort=Ascending,Silopren* Electro 242 1,http://msds.momentive.com/ehswww/showOptions.jsp?Product=Silopren*+Electro242-1
brand,Silopren*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1820&sort=Ascending,Silopren* Electro 242 2,http://msds.momentive.com/ehswww/showOptions.jsp?Product=Silopren*+Electro242-2
brand,Silopren*,http://www.momentive.com/Products/selectorresults.aspx?taxids=1820&sort=Ascending,Silopren* Electro 242 3,http://msds.momentive.com/ehswww/showOptions.jsp?Product=Silopren*+Electro242-3
